2o9j,2.65,2007,6.92,1.2e-07,2o9j.pdf,(CZA)
1gww,1.80,2003,3.59,0.000258,1gww.pdf,(UDP)
1puq,NMR,2003,7.28,5.2e-08,1puq.pdf,(8OG)
4caf,1.70,2014,7.12,7.5e-08,4cae.pdf,(370)
4emt,1.50,2012,5.3,5e-06,4emt.pdf,(C2E)
4p4s,3.30,2014,4.94,1.15e-05,4p4s.pdf,(GCP)
6np3,1.15,2019,6.47,3.400000000000001e-07,6np2.pdf,(LLL)
5est,2.09,1992,6.52,3e-07,5est.pdf,(0P2)
1atr,2.34,1993,6.96,1.1e-07,1atr.pdf,(ADP)
3hu1,2.81,2010,6.89,1.3e-07,3hu1.pdf,(AGS)
2vh0,1.7,2008,8.51,3.1e-09,2vh0.pdf,(GSI)
5t2t,1.97,2017,6.29,5.1e-07,5ltn.pdf,(0N8)
3i3d,2.20,2010,1.99,0.0103,3i3b.pdf,(IPT)
2jdk,1.10,2007,6.54,2.9e-07,2jdh.pdf,(3-mer)
1xug,1.50,1998,7.05,9e-08,1xug.pdf,(BAB)
3usn,NMR,1999,6.15,7.1e-07,3usn.pdf,(ATT)
3iqj,1.15,2010,4.93,1.17e-05,3iqj.pdf,(10-mer)
4n98,1.70,2013,3.55,0.00028,4n94.pdf,(4FC)
5ort,2.56,2017,3.05,0.000894,5orl.pdf,(A5Z)
5mn1,0.79,2017,2.48,0.0033,5mn1.pdf,(2AP)
5os0,1.74,2017,2.55,0.002792,5orl.pdf,(A6Z)
4ido,2.09,2013,4.93,1.163e-05,4idn.pdf,(GDP)
4ywa,1.19,2015,7.55,2.8e-08,4yw6.pdf,(4J9)
1nnb,2.80,1994,5.0,1e-05,1nnb.pdf,(DAN)
1ru2,1.48,2004,6.49,3.2e-07,1ru2.pdf,(APC)
3d7m,2.90,2009,6.44,3.6e-07,3d7m.pdf,(GDP)
2hqu,2.20,2007,5.14,7.2000000000000005e-06,2hqu.pdf,(DUP)
3zvw,2.00,2012,3.9,0.000125,2y4a.pdf,(FP5)
6dq6,1.59,2018,5.07,8.5e-06,6dq4.pdf,(H6J)
2r1x,1.60,2008,4.8,1.6e-05,2r1w.pdf,(2-mer)
5n3v,1.12,2017,4.34,4.524e-05,5mnr.pdf,(8L5)
3f1a,1.25,2008,7.21,6.11e-08,3f15.pdf,(HS7)
5tpc,2.00,2017,3.0,0.001,5tpb.pdf,(6-mer)
5c2a,2.00,2015,8.32,4.8e-09,5c1w.pdf,(4Y2)
5c29,2.05,2015,6.06,8.8e-07,5c1w.pdf,(4XY)
4ufi,2.40,2015,6.2,6.3e-07,4ufh.pdf,(AGK)
5tln,2.30,1982,6.37,4.3e-07,5tln.pdf,(BAN)
1q91,1.60,2004,4.15,7e-05,1q91.pdf,(DPB)
6ghv,2.10,2019,4.28,5.2e-05,6ghv.pdf,(EZ8)
4eon,2.40,2013,6.05,8.900000000000001e-07,4eoi.pdf,(1RO)
3hii,2.15,2009,6.54,2.9e-07,3hig.pdf,(PNT)
1x8j,2.35,2005,6.96,1.1e-07,1x8j.pdf,(AOI)
2o8h,1.8,2007,7.6,2.5e-08,2o8h.pdf,(227)
5ags,1.47,2016,7.4,4e-08,5agr.pdf,(38Y)
4um9,2.50,2014,8.07,8.5e-09,4um8.pdf,(13-mer)
3gy7,1.55,2010,4.52,3e-05,3gy2.pdf,(BEN)
5l2z,1.79,2016,10.22,6e-11,5l2y.pdf,(70C)
1o3k,1.43,2003,6.77,1.7000000000000001e-07,1o3k.pdf,(334)
1f0u,1.90,2000,7.16,6.9e-08,1f0u.pdf,(RPR)
3umq,2.20,2012,4.62,2.4100000000000003e-05,3t2v.pdf,(BUA)
2ynd,1.89,2014,7.49,3.2e-08,2ynd.pdf,(646)
6v5l,NMR,2019,3.65,0.00022417,6v5l.pdf,(QPD)
3qlb,3.26,2011,8.43,3.7e-09,3qlb.pdf,(2-mer)
4ocp,1.94,2014,6.1,8.000000000000001e-07,4ock.pdf,(ADP)
1ax0,1.90,1998,3.13,0.000746,1ax0.pdf,(A2G)
1jaq,2.4,1996,4.48,3.3e-05,1jaq.pdf,(01S)
3mmr,2.14,2010,4.96,1.1e-05,3mmr.pdf,(ABH)
1nj1,2.55,2003,7.6,2.5e-08,1nj1.pdf,(5CA)
4jyu,1.80,2013,8.0,1e-08,4jyu.pdf,(1OK)
5ndf,2.3,2017,5.85,1.4e-06,5ndf.pdf,(LU2)
3sjt,1.60,2011,6.06,8.8e-07,3gmz.pdf,(5AB)
1oyt,1.67,2003,7.24,5.7e-08,1oyt.pdf,(FSN)
2v7a,2.50,2007,8.3,5e-09,2v7a.pdf,(627)
2w68,2.50,2008,4.74,1.8e-05,2w68.pdf,(3-mer)
5nin,1.70,2017,7.12,7.5e-08,5nin.pdf,(16-mer)
1ksn,2.10,2002,9.4,4e-10,1ksn.pdf,(FXV)
3hvk,1.30,2009,8.52,3e-09,3hvk.pdf,(719)
5d2a,2.13,2016,5.59,2.57e-06,5d2a.pdf,(12-mer)
2w08,1.70,2009,3.42,0.00038,2w08.pdf,(TPO)
2yne,1.72,2014,8.57,2.7e-09,2ynd.pdf,(YNE)
5w44,2.1,2018,6.44,3.6e-07,5w44.pdf,(GY6)
5ett,1.55,2016,6.23,5.9e-07,5etk.pdf,(5RY)
2e91,2.14,2007,6.59,2.6e-07,2e8t.pdf,(ZOL)
4x8t,2.20,2015,2.05,0.0089,4x8s.pdf,(3Z8)
6ftw,2.16,2019,6.49,3.2e-07,6ftw.pdf,(E6Z)
3pgl,2.35,2011,5.3,5e-06,3pgl.pdf,(RZX)
4uc5,2.19,2015,5.48,3.3e-06,4uc5.pdf,(PHE)
5g57,1.73,2017,8.4,3.98e-09,5g2b.pdf,(6M5)
3m35,2.20,2010,7.22,6e-08,3m35.pdf,(M35)
5mnx,1.42,2017,2.48,0.0033,5mn1.pdf,(2AP)
966c,1.90,1999,7.64,2.3e-08,966c.pdf,(RS2)
5g1z,1.50,2017,5.32,4.74e-06,5g1z.pdf,(U53)
4a6s,2.15,2012,5.2,6.3e-06,4a6s.pdf,(GS9)
6g01,1.61,2019,7.41,3.9e-08,6g01.pdf,(EEW)
3q7p,2.50,2011,5.8,1.574e-06,3q72.pdf,(GNP)
5kq5,3.41,2016,8.05,9e-09,5kq5.pdf,(STU)
1i6v,3.30,2001,5.0,1e-05,1i6v.pdf,(RFP)
3fsj,1.37,2009,3.95,0.000113,3fsj.pdf,(D7K)
3mfw,1.47,2010,3.52,0.0003,3mfv.pdf,(B3U)
3d2e,2.35,2008,6.42,3.8e-07,3d2e.pdf,(ATP)
4ele,2.35,2013,7.88,1.32e-08,4elb.pdf,(31I)
2w87,1.60,2009,4.65,2.22e-05,2vzq.pdf,(GCU)
1af6,2.40,1998,1.82,0.015,1af6.pdf,(GLC-FRU)
4p5e,1.35,2014,5.55,2.8e-06,4p5d.pdf,(N6P)
2w3o,1.85,2009,6.72,1.9e-07,2w3o.pdf,(8-mer)
4FMN,2.69,2013,6.1,8.000000000000001e-07,4e4w.pdf,(9-mer)
3f80,1.60,2008,4.22,6e-05,3f80.pdf,(6HN)
4oc5,1.70,2014,7.07,8.5e-08,4oc0.pdf,(2QM)
6e4t,3.40,2018,8.05,8.96e-09,6e4t.pdf,(HTV)
6eqw,1.99,2018,10.65,2.2399999999999998e-11,6eqv.pdf,(5-mer)
5m1z,2.00,2016,4.18,6.6e-05,5m1z.pdf,(2-mer)
1qf1,2.0,1999,7.32,4.8e-08,1qf1.pdf,(TI1)
4g5y,1.80,2013,2.77,0.0017,4ddh.pdf,(0OC)
5jxn,1.38,2016,6.41,3.8800000000000003e-07,5js3.pdf,(6NN)
6dq8,1.46,2018,6.59,2.6e-07,6dq4.pdf,(H6S)
5h63,1.92,2017,5.92,1.2e-06,5h60.pdf,(UD1)
2bfr,2.5,2004,5.25,5.63e-06,2bfr.pdf,(ADP)
1rm8,1.80,2004,9.0,1e-09,1rm8.pdf,(BAT)
5ofi,2.00,2017,4.2,6.27e-05,5odu.pdf,(9TQ)
6n5x,2.05,2019,4.6,2.5e-05,6n5x.pdf,(JEF)
5z68,3.00,2018,5.89,1.3e-06,5z68.pdf,(ATP)
6npf,2.57,2019,5.85,1.4e-06,6d3q.pdf,(KVM)
3moe,1.25,2010,4.3,5e-05,3moe.pdf,(SPV)
3k8d,1.90,2009,5.77,1.7e-06,3k8d.pdf,(KDO)
2xzw,1.95,2010,5.29,5.1e-06,2xul.pdf,(AKG)
6egs,2.70,2018,3.59,0.00026,6egs.pdf,(UD2)
3hcm,2.00,2010,3.3,0.0005,3hcm.pdf,(S45)
5c2h,2.09,2015,11.09,8.2e-12,5c1w.pdf,(4XU)
5wdc,2.10,2018,6.4,4.0000000000000003e-07,5w44.pdf,(G2K)
5ywx,1.74,2018,9.85,1.4e-10,5ywx.pdf,(93C)
6ovz,2.02,2019,3.85,0.00014,6ovz.pdf,(N9M)
3gy3,1.70,2010,5.63,2.36e-06,3gy2.pdf,(PNT)
6np5,1.35,2019,4.57,2.7e-05,6np2.pdf,(9CS)
3cyz,1.80,2009,7.22,6e-08,3cyz.pdf,(9OD)
4yes,1.5,2015,8.02,9.6e-09,4yes.pdf,(45S)
6eab,1.85,2018,6.37,4.31e-07,6eab.pdf,(J2D)
3hwx,2.60,2009,7.86,1.39e-08,3hww.pdf,(TPP)
5eou,2.40,2016,5.36,4.3700000000000005e-06,5eou.pdf,(ATP)
1m83,2.20,2002,3.4,0.0004,1m83.pdf,(ATP)
1oss,1.93,2003,4.79,1.64e-05,1oss.pdf,(BEN)
6bgv,1.59,2018,6.74,1.8e-07,6bgu.pdf,(DQG)
3d7k,2.49,2008,4.6,2.5e-05,3d7k.pdf,(D7K)
5w9g,2.10,2017,6.82,1.5e-07,5w3i.pdf,(KU2)
1v2r,1.70,2004,3.55,0.0002789599999999,1v2r.pdf,(ANH)
3kej,2.30,2010,7.12,7.590000000000001e-08,3kec.pdf,(3EJ)
6m8y,1.10,2018,6.38,4.15e-07,1kdy.pdf,(4-mer)
6g6z,2.80,2018,6.66,2.2e-07,6g6y.pdf,(EOK)
2zfs,1.51,2009,6.54,2.87e-07,2zdk.pdf,(12U)
6bcr,1.99,2018,5.26,5.5e-06,6bcr.pdf,(14-mer)
1mwn,NMR,2002,6.7,2e-07,1mwn.pdf,(12-mer)
6fhk,1.66,2018,7.51,3.115e-08,6fhk.pdf,(ADP)
6iae,2.49,2019,4.7,2e-05,6ia7.pdf,(GTP)
4pfu,2.05,2014,6.17,6.7e-07,4pft.pdf,(MAB)
6fnr,1.83,2018,5.59,2.6e-06,6fnq.pdf,(DYT)
2vfz,2.40,2007,3.61,0.000245,2vfz.pdf,(UPF)
3dxj,3.00,2008,6.22,6e-07,3dxj.pdf,(NE6)
6aan,1.51,2019,2.75,0.00176,6aac.pdf,(9TX)
3p9l,2.0,2011,5.3,5e-06,3p9l.pdf,(8-mer)
4v11,1.95,2015,6.49,3.24e-07,4v11.pdf,(10-mer)
4yt7,2.30,2015,8.77,1.7e-09,4yt6.pdf,(4K1)
2bqw,2.95,2006,8.52,3e-09,2bqw.pdf,(IIE)
2krd,NMR,2010,2.7,0.002,2krd.pdf,(17-mer)
2p16,2.30,2007,10.1,8.000000000000001e-11,2p16.pdf,(GG2)
3e9i,2.20,2009,6.22,6e-07,3e9h.pdf,(XAH)
3f15,1.70,2008,8.1,7.88e-09,3f15.pdf,(HS1)
4a95,1.55,2012,5.76,1.73e-06,4a95.pdf,(9MT)
5w73,2.20,2018,6.3,5e-07,5w44.pdf,(GY9)
1o3g,1.55,2003,7.96,1.1e-08,1o3g.pdf,(696)
4tq3,2.41,2014,5.49,3.2000000000000003e-06,4tq3.pdf,(GPP)
1w0y,2.50,2005,6.42,3.8e-07,1w0y.pdf,(771)
5xp7,2.01,2017,4.42,3.8e-05,5xp5.pdf,(8C6)
3hu3,2.2,2010,6.89,1.3e-07,3hu1.pdf,(AGS)
5kzp,2.26,2017,7.15,7e-08,5kzp.pdf,(15-mer)
5l8y,2.14,2018,6.4,3.98e-07,5g2b.pdf,(CVA)
1ag9,1.80,1997,9.0,1e-09,1ag9.pdf,(FMN)
6h77,2.1,2018,7.33,4.63e-08,6h77.pdf,(ATP)
3ehy,1.9,2009,5.85,1.4e-06,3ehx.pdf,(TBL)
5jal,2.06,2016,2.47,0.0034,5jad.pdf,(6HO)
2jbk,2.99,2006,6.4,4.0000000000000003e-07,2jbj.pdf,(QUS)
5etp,1.05,2016,6.15,7e-07,5etk.pdf,(5RZ)
5m04,1.85,2017,6.34,4.6000000000000004e-07,5m04.pdf,(GDP)
3c9e,1.80,2008,8.0,1e-08,3c9e.pdf,(E64)
2xbx,1.85,2010,7.82,1.5e-08,2xbv.pdf,(RR8)
3rv4,1.98,2011,2.3,0.005,3rup.pdf,(ADP)
5dhf,2.29,2015,5.66,2.2e-06,5dh9.pdf,(13-mer)
6hzd,1.90,2019,9.17,6.8e-10,6hlb.pdf,(6-mer)
4aba,1.25,2012,3.82,0.000153,4ab8.pdf,(SW1)
2ypp,2.30,2013,4.41,3.9e-05,2ypo.pdf,(TYR)
3ao2,1.80,2011,3.77,0.00017,3ao1.pdf,(AVX)
3atu,1.65,2011,8.3,5e-09,3atu.pdf,(ADP)
4od0,2.92,2014,9.04,9.1e-10,4ocz.pdf,(2RV)
3hqr,2.00,2009,5.52,3e-06,3hqr.pdf,(OGA)
4qht,2.56,2014,4.94,1.15e-05,4qht.pdf,(ANP)
1lhw,1.75,2002,9.08,8.319999999999997e-10,1lhw.pdf,(ESM)
1elb,2.1,1994,7.15,7e-08,1elb.pdf,(0Z4)
3e81,1.63,2008,1.43,0.037,3e81.pdf,(SLB)
6phr,1.65,2019,6.7,2.0000000000000002e-07,6phr.pdf,(SS9)
5izm,3.40,2016,5.92,1.2e-06,5izk.pdf,(GNP)
1ff1,NMR,2000,4.92,1.2e-05,1f8h.pdf,(11-mer)
4f5y,2.40,2012,5.43,3.7e-06,4f5y.pdf,(C2E)
3e9b,2.15,2008,5.35,4.5e-06,3e6k.pdf,(S2C)
1j16,1.60,2002,3.84,0.000143,1j16.pdf,(BEN)
3egt,2.00,2009,8.9,1.26e-09,3dyf.pdf,(722)
2rkd,1.90,2008,2.72,0.0019,2rk7.pdf,(3PP)
1rp7,2.09,2004,8.52,3e-09,1rp7.pdf,(TZD)
6fvo,2.69,2019,5.55,2.84e-06,6fvl.pdf,(6-mer)
4ngr,1.90,2014,7.55,2.81e-08,4ngr.pdf,(J21)
1ai4,2.35,1997,2.5,0.00313,1ai4.pdf,(DHY)
1o2q,1.5,2003,7.68,2.1000000000000003e-08,1o2q.pdf,(991)
2j4i,1.8,2006,9.0,1e-09,2j4i.pdf,(GSJ)
4epy,1.8,2012,3.47,0.00034,4epr.pdf,(0QY)
1gi6,1.49,2002,6.22,6e-07,1gi6.pdf,(124)
6o5g,1.89,2019,5.7,2e-06,6eeb.pdf,(LMJ)
4b7q,2.73,2012,9.74,1.8e-10,4b7j.pdf,(ZMR)
5mnc,0.92,2017,1.31,0.0485,5mn1.pdf,(ANL)
3t0d,1.93,2012,2.37,0.0043,3t08.pdf,(149)
4uau,1.45,2014,5.89,1.3e-06,4uau.pdf,(XBP)
3old,2.0,2011,5.9,1.2549e-06,3old.pdf,(6-mer)
5uv1,2.40,2017,5.62,2.4e-06,5uv1.pdf,(0FV)
1px4,1.60,2004,3.23,0.0005899999999999,1px4.pdf,(IPT)
4cwb,1.56,2015,6.09,8.100000000000001e-07,4crj.pdf,(X6L)
6eed,1.5,2018,6.09,8.12e-07,6eed.pdf,(J6A)
4kp4,3.00,2014,5.17,6.8e-06,4kp4.pdf,(ANP)
2w67,2.25,2009,4.96,1.1e-05,2w66.pdf,(F34)
4fl3,1.90,2012,3.82,0.00015,4fl1.pdf,(ANP)
4ge1,2.15,2013,6.43,3.7e-07,4ge1.pdf,(TSS)
3cr4,2.15,2008,4.28,5.3e-05,3cr4.pdf,(PNT)
1m1b,2.25,2002,4.66,2.2e-05,1m1b.pdf,(SPV)
6cjj,1.74,2019,3.9,0.000125,6cjj.pdf,(ADP)
5nzn,1.73,2018,3.66,0.00022,5nwe.pdf,(G39)
6rnt,1.80,1993,2.37,0.0043,6rnt.pdf,(2AM)
5m63,2.74,2017,6.96,1.1e-07,5m63.pdf,(7-mer)
3g3r,2.0,2009,6.48,3.3e-07,3g3r.pdf,(ANP)
4qfg,3.46,2014,5.48,3.3e-06,4qfg.pdf,(AMP)
2j94,2.1,2007,6.27,5.34e-07,2j94.pdf,(G15)
2cf9,1.79,2006,7.82,1.5e-08,2cf9.pdf,(348)
4mjp,1.85,2013,3.88,0.000131,4mjp.pdf,(27O)
6bd1,2.35,2018,4.78,1.65e-05,6bcr.pdf,(14-mer)
1iwq,2.00,2003,8.06,8.800000000000001e-09,1iwq.pdf,(19-mer)
5ivy,1.45,2016,6.44,3.6e-07,5isl.pdf,(6EO)
4n99,2.30,2013,3.67,0.000216,4n94.pdf,(2J1)
1cgl,2.40,1995,6.87,1.35e-07,1cgl.pdf,(0ED)
2vmc,1.90,2008,2.94,0.00115,2vmc.pdf,(NGA)
5eci,1.56,2016,3.8,0.00016,5ech.pdf,(JAA)
3rx7,2.02,2011,6.03,9.4e-07,3rx5.pdf,(G3I)
3zi0,1.90,2013,7.4,4e-08,3zhx.pdf,(FM8)
2y59,2.50,2011,6.44,3.6e-07,2y4a.pdf,(ZA3)
4en4,2.15,2012,5.52,3e-06,4en4.pdf,(GT0)
5yf1,2.40,2018,3.28,0.00052,5yf0.pdf,(8V0)
5mi3,2.80,2017,6.84,1.46e-07,5mi3.pdf,(GDP)
2r23,1.65,2008,3.72,0.00019,2r1w.pdf,(2-mer)
6o94,1.98,2019,8.74,1.8e-09,6o8u.pdf,(LRS)
1qbo,1.80,2000,7.74,1.8e-08,1qbo.pdf,(711)
2jh0,1.7,2007,8.7,2e-09,2jh0.pdf,(701)
4gqr,1.20,2012,3.96,0.00011,4gqq.pdf,(MYC)
3qip,2.09,2011,6.89,1.29e-07,3qin.pdf,(P4Y)
6d56,1.68,2018,8.05,9e-09,6d55.pdf,(FVM)
3a1s,1.50,2009,4.83,1.48e-05,3a1s.pdf,(GDP)
6e5x,1.50,2018,6.12,7.5e-07,6e5x.pdf,(15-mer)
3oe5,1.52,2011,6.88,1.32e-07,3nw9.pdf,(611)
1y3x,1.7,2005,5.14,7.315e-06,1y3x.pdf,(UIB)
2ivz,2.00,2006,6.04,9.2e-07,2ivz.pdf,(16-mer)
1g42,1.80,2001,3.01,0.0009699999999999,1g42.pdf,(CP2)
4c16,1.93,2014,4.96,1.104e-05,4c16.pdf,(4-mer)
2w4x,2.42,2009,4.85,1.4e-05,2w4x.pdf,(STZ)
3mwe,2.20,2010,1.54,0.029,3mwd.pdf,(TLA)
830c,1.60,1999,9.28,5.200000000000001e-10,830c.pdf,(RS1)
1eub,NMR,2001,8.72,1.9e-09,1eub.pdf,(3-mer)
4b5w,1.79,2012,3.33,0.00047,4b5s.pdf,(PYR)
1qi0,2.10,2000,2.35,0.0045,1qi0.pdf,(CBI)
5elw,1.4,2016,7.85,1.4e-08,5dnl.pdf,(5LD)
5c5h,2.40,2015,6.4,3.94e-07,5c5h.pdf,(4YB)
6nti,2.30,2019,4.57,2.7e-05,6np2.pdf,(9CS)
3n2v,1.55,2010,7.51,3.1e-08,3n2u.pdf,(JT5)
6cvf,2.3,2018,6.35,4.5000000000000003e-07,6cvf.pdf,(CDP)
1uto,1.15,2004,2.27,0.00532,1uto.pdf,(PEA)
6p85,1.90,2019,4.99,1.03e-05,6p83.pdf,(O4V)
5lp6,2.90,2016,4.76,1.7199999999999998e-05,5lp6.pdf,(71P)
5ivv,1.85,2016,6.35,4.5000000000000003e-07,5isl.pdf,(6EN)
4lkf,1.64,2013,5.37,4.3e-06,4lkd.pdf,(4-mer)
2e94,2.18,2007,8.0,1e-08,2e8t.pdf,(364)
2d1o,2.02,2006,7.7,2e-08,2d1o.pdf,(FA4)
5dh5,2.00,2016,9.64,2.3e-10,5dh4.pdf,(5AY)
4a50,2.75,2012,7.91,1.22e-08,4a50.pdf,(DQ6/DQ7)
6np2,1.20,2019,6.8,1.6e-07,6np2.pdf,(SIS)
3ay9,1.75,2011,8.34,4.55e-09,3atu.pdf,(ADP)
2j95,2.01,2007,8.4,4e-09,2j94.pdf,(GSX)
4u2w,1.00,2015,6.0,1e-06,4u2w.pdf,(16-mer)
5mnr,1.25,2017,5.46,3.44e-06,5mnr.pdf,(JC2)
2j9n,1.50,2007,4.7,2e-05,2j9n.pdf,(BEN)
1mcz,2.80,2003,3.0,0.001,1mcz.pdf,(RMN)
6b98,1.97,2017,4.65,2.24e-05,6b96.pdf,(D07)
1qf2,2.06,1999,5.92,1.2e-06,1qf2.pdf,(TI3)
3oe4,1.49,2011,7.47,3.4e-08,3nw9.pdf,(610)
3cr5,1.85,2008,4.19,6.4e-05,3cr5.pdf,(PNT)
1u2r,2.60,2004,5.41,3.9e-06,1u2r.pdf,(GDP)
456c,2.4,1999,9.77,1.7e-10,456c.pdf,(CBP)
5gv2,2.06,2017,5.65,2.23e-06,5gv2.pdf,(ARG)
5ixq,1.86,2016,4.7,2e-05,5ixq.pdf,(12-mer)
6j72,2.20,2019,6.13,7.4e-07,6j72.pdf,(GTP)
4jyv,2.19,2013,7.77,1.7e-08,4jyu.pdf,(1OJ)
3w5n,1.80,2013,3.87,0.000135,3w5n.pdf,(RAM)
2qpu,1.7,2008,3.6,0.00025,2qpu.pdf,(QPU)
1m74,3.00,2002,7.0,1e-07,1m74.pdf,(ADP)
3tt4,1.88,2012,8.28,5.2999999999999995e-09,3ts4.pdf,(E1S)
4zxy,2.06,2015,6.4,4e-07,4zxx.pdf,(4T1)
6epy,2.04,2018,6.46,3.47e-07,6epy.pdf,(RAF)
6d55,1.68,2018,7.36,4.4e-08,6d55.pdf,(FWA)
6qs1,1.80,2019,5.61,2.43e-06,6qs1.pdf,(11-mer)
1o3h,1.53,2003,7.3,5e-08,1o3h.pdf,(907)
4n1z,2.35,2014,9.14,7.2e-10,4n1z.pdf,(N1Z)
6iou,2.1,2019,3.73,0.0001841999999999,6iop.pdf,(SER)
6ak5,1.70,2019,6.12,7.5e-07,6aec.pdf,(GTP)
5moo,1.44,2017,1.31,0.0485,5mn1.pdf,(WOT)
2bza,1.90,1999,2.8,0.00158,2bza.pdf,(ABN)
4deu,1.60,2012,5.64,2.29e-06,4der.pdf,(NAR)
6ouv,1.94,2019,5.55,2.8e-06,6ouv.pdf,(TDK)
1g36,1.9,2001,7.17,6.7e-08,1g36.pdf,(R11)
4ayp,0.85,2013,6.12,7.55e-07,4ayp.pdf,(SMD)
6g3o,2.27,2018,9.24,5.8e-10,6g3o.pdf,(EL8)
2vwo,1.60,2009,7.51,3.1e-08,2vvc.pdf,(LZG)
3q44,1.8,2011,6.31,4.9e-07,3q43.pdf,(D50)
